order_id,product_id
20745,2040409000067
20745,2040409000029
20745,2040411000134
20752,2040414000090
20752,2040402000424
20752,2040402000418
20752,2040413000223
20607,2030311000165
20766,2040412000030
20766,2030301003766
20766,2010102000062
20773,2060601000631
20700,2010127000293
20776,2010141001975
20776,2030320000037
20776,2030320000003
20793,2070701000213
20804,2010129000027
20813,2030319000179
20826,2030303000029
20826,2030303000034
20826,2030303000028
20826,2030307000391
20826,2030303001043
20826,2030303001041
20830,2040411000150
20830,2040411000068
20830,2040402000299
20861,2020212000340
20868,2010117000036
20868,2010105000118
20868,2010129000134
20125,2040405000670
20125,2040405000119
20125,2040405000667
20125,2040405000097
20125,2040405000429
20125,2040402000818
20125,2040405000211
20125,2040405000213
20125,2040405000216
20125,2040405000218
20125,2040405000210
20125,2040401000515
20125,2040409000158
20125,2040411000024
20125,2040401001210
20125,2040405000137
20918,2020208000050
20918,2020208000026
20942,2010141000618
20940,2030310000185
20940,2030320000029
20952,2030301001596
20305,2030301001596
20305,2030321000170
20305,2030301000701
20305,2030301000788
20305,2030301004879
21003,2030301000910
21003,2030301001863
21003,2010141000618
21016,2030318000014
21082,2060607000147
21082,2060607000162
21084,2060605000353
21103,2060608000406
20950,2030301005576
20030,2040414000205
20030,2040401001084
20030,2040402000151
20030,2040409000037
21123,2040417000086
21148,2010117000935
21148,2010127000431
21148,2010123000643
21148,2010101001298
21152,2030307000163
21152,2030307000391
21156,2030301001596
20673,2060607000636
21172,2030303001041
21172,2030303000331
20077,2030301000151
21179,2020207000755
21182,2030303000612
21182,2030303000611
21187,2010107000054
21187,2010107000133
21187,2010101000741
21187,2010117000526
21187,2010105000118
21187,2010107000236
21187,2010107000247
21187,2010101001966
21187,2010127000633
21187,2010130000190
21187,2010107000240
21187,2010114000185
21187,2010105000226
21187,2010107000232
21187,2010119000209
21187,2010101002081
21187,2010107000220
21187,2010128000088
21187,2010119000214
21187,2010127000545
21253,2020207001838
21253,2030307000125
21253,2030317000094
21272,2010111000005
21298,2030301000910
21205,2030301004522
21205,2030301005576
21315,2060608000363
21316,2040401000976
20900,2010135000109
20900,2010135000107
20900,2010135000108
20900,2030303001748
20900,2010135000127
21412,2010111000322
21437,2040417000336
21437,2060607000558
21437,2060607000557
21437,2060607000634
21437,2040402000996
21437,2040412000091
21437,2040412000090
21437,2040412000089
21437,2040407000622
21444,2010101000463
21444,2040418000027
21462,2030307000543
21462,2030307000125
21462,2030303002675
21462,2030302000478
21436,2030318000014
21436,2030321000170
21436,2030301001063
21506,2010107000133
21506,2010114000087
21506,2010106000077
21509,2010105000118
20062,2030301004887
21177,2020203003383
20715,2060607000634
20715,2040417000356
21536,2030307000108
21536,2030307001344
21536,2030317000161
21556,2030301005558
21556,2030301000034
21556,2030301001597
21556,2030301001866
21561,2010127000574
21561,2010129000009
21567,2060606002302
21567,2030301005576
21590,2060606002113
21590,2060606002019
21590,2060608000452
21590,2060606000883
21004,2030301005576
21004,2010129000007
21004,2010141000560
21004,2010129000051
21636,2030303003457
21636,2030303003455
21636,2030303004509
21636,2030303003989
21636,2030303004540
21636,2030303004593
21636,2030303004513
21636,2030303004515
21636,2030303004581
21636,2030303003982
21636,2030302000801
21636,2030303003300
21636,2030303004717
21636,2040402000322
21636,2030303004523
21644,2030307000030
21644,2031609600162
21649,2060608000449
21649,2060606001476
21674,2030307000154
21712,2010133000871
21712,2010133000681
21712,2010123000581
21712,2010124000393
21712,2010127000550
21712,2010123000424
21712,2010127000299
21712,2010130000158
21712,2010117000896
21712,2010117000980
21712,2010124000272
21712,2010124000025
21744,2010127000420
21216,2030301005576
21216,2030301000270
21216,2030301004296
21216,2030301004351
21835,2030301004893
21564,2010127000385
21564,2010127000573
21564,2010127000475
21104,2010117000528
21104,2010117000036
21104,2010105000067
21104,2010105000036
21104,2010105000072
21104,2010105000188
21104,2010112000020
21104,2010107000011
21104,2010106000091
21104,2010117000018
21873,2020201000672
21873,2020201000390
20324,2060606002101
21504,2030321000170
21504,2030301001063
21504,2030307000164
21932,2060606001689
21956,2040401001885
20754,2040414000090
21976,2020203000087
21988,2010127000265
21994,2030301001863
21938,2040417000356
21938,2060605000353
21938,2060607000734
21938,2060606001498
21876,2060606001895
22029,2060608000373
22026,2030301005051
22032,2060607000628
22035,2010101000558
22035,2010101000557
22035,2010117000309
22035,2010132000031
22035,2030303002966
22035,2010130000216
22035,2010127000419
22035,2010124000387
22035,2010117000406
22035,2010117000872
22035,2010130000217
22035,2010124000384
22035,2010101001309
22035,2040404000076
22035,2040404000349
22035,2040404000115
22035,2040404000122
22035,2040404000292
22035,2040404000244
22035,2040404000182
22035,2040404000121
22035,2040401001653
22035,2040417000356
22035,2040405000200
22048,2020208000090
22048,2020208000342
22048,2020208000972
22054,2020207000286
22072,2010141000558
22072,2010141000618
22072,2030301000270
22072,2010141000553
22019,2060606001526
22019,2060606002349
22019,2060606001424
22095,2020203000557
22095,2020203003679
22110,2030301000319
22102,2060605000343
22134,2020207000286
22104,2030307001581
20079,2040409000160
21427,2030311000079
22225,2010117000980
22227,2030301000815
22227,2030301004351
22227,2030317000038
22227,2191607700641
22231,2020203000273
22260,2030301005125
22214,2010143000692
22214,2010143000091
22214,2010143000067
22214,2010129000051
21162,2060607000636
22275,2060607000422
22275,2060607000421
22275,2060607000673
22275,2060607000208
22291,2010117001328
22291,2010117001325
22291,2010117000612
22291,2010133000495
22309,2030301005051
21884,2030321000170
21884,2030301005173
21884,2030301000151
21884,2030301005528
22346,2040427001191
22346,2040403000291
22358,2030301000027
22358,2030301000815
22358,2030307000339
22401,2030307000478
22401,2030310000124
20722,2030301004340
20722,2030301003555
22418,2030301005022
22418,2030301005046
22442,2030301004879
22442,2010141002438
22456,2010107000058
21525,2060607000634
22475,2030302001043
22475,2030302000789
22475,2030302001045
22475,2030302001044
22025,2060606002101
22496,2060607000557
22496,2030303003214
22496,2030303002982
22486,2040413000123
22486,2040425000010
22486,2040425000009
22486,2040402000395
22486,2040403000085
22512,2030303002675
22512,2030303004352
22512,2030303002801
22441,2030301004808
22558,2030301001863
22558,2030301005173
22567,2030307000125
21626,2070701000027
21626,2060607000558
21626,2040417000009
21639,2030303004717
21639,2030303003457
21639,2030303004509
21639,2030302000801
22575,2030301004102
22527,2020208000050
22527,2020208000026
22527,2030307000108
22527,2030307000004
22527,2030307000245
22527,2020208000031
22527,2030307000636
22527,2030307000276
22527,2030307000219
22527,2030301003766
22576,2030307000391
22584,2030301001318
22584,2030317000200
22584,2030301000352
22584,2030301004379
22545,2030303004290
22545,2030302001246
22545,2030303000926
22545,2030303000924
22545,2030303004717
22604,2020203003613
22402,2010141001369
22402,2010141002133
22589,2030301001535
20573,2040401000632
20573,2040401000577
20573,2040401000630
20573,2040401000610
20573,2040401000631
20573,2040401000594
22172,2020207000199
22503,2060605000368
21901,2030307000125
21901,2030318000014
21901,2030307000339
21901,2030301003766
22659,2030301001072
22714,2020208000319
22714,2030307000030
22714,2030307000191
22714,2031609600422
22721,2030311000143
22749,2030307000124
22749,2030307000163
22755,2020201000104
21850,2010106000172
21342,2010117001256
21342,2010117000479
22783,2030307000190
22783,2020208000050
22783,2030301002620
22789,2060605000343
21537,2030317000251
21537,2030317000146
22830,2030301001596
22831,2030301004335
22833,2030301004344
22833,2030301002767
22833,2030301004296
22833,2030303004717
22498,2060607000557
22569,2060605000324
22569,2060607000631
22569,2060606001498
22850,2030301000270
22842,2030301000027
22842,2030301005576
22842,2030301001840
22872,2030301001063
22872,2030301005022
22872,2030301005542
22907,2020203000115
21517,2030301002838
22923,2030301005599
22923,2030301000027
22923,2030301005173
22929,2060601000631
22942,2010127000398
22942,2010127000457
22942,2010129000143
22951,2070701000108
20769,2010133000184
20769,2010134000022
20769,2030301002620
20769,2040402000774
22977,2060608000393
22984,2060605000308
20163,2060608000418
20163,2030301001723
20163,2030301000528
22997,2040405000540
23027,2010105000189
22635,2040402000382
22635,2040402000383
22635,2040411000052
22635,2040402000381
23029,2040425000009
23029,2040425000115
23030,2040402000382
23030,2040402000383
23030,2040411000052
23030,2040402000381
20389,2030301004296
20389,2030301001265
23037,2030301005599
23037,2030301004616
23056,2020208001018
23056,2030301000434
23056,2030301002620
23056,2030321000170
23056,2030301000815
23056,2030303003776
23090,2010117000526
23117,2030317000039
23117,2030301001863
23118,2030301001863
23118,2030317000039
23135,2030310000232
23136,2030310000232
23140,2020207001998
23140,2020207001330
23140,2020207001938
23140,2020207001503
23140,2010101000162
23172,2060608000406
23177,2030301004522
23177,2030301000270
20031,2010135000092
23201,2010105000189
23201,2010107000245
23201,2010117000036
23201,2010117000528
23225,2010133000607
23225,2010133000782
23241,2030311000847
23245,2010141000541
23251,2030301002067
23251,2030301005599
23251,2030301005125
23274,2060607000727
23274,2060606000882
23274,2060606000883
23274,2060606002213
23252,2040404000013
23252,2040404000014
23252,2040405000097
23252,2040405000077
23252,2040401001714
23252,2040418000027
23286,2020203002336
23293,2060605000308
23187,2020203002129
23187,2020203003743
23187,2020203000082
23329,2030301004465
23329,2030301005051
23346,2030301005590
23346,2030301005528
23364,2030317000039
23364,2030307000125
23364,2030317000038
23364,2030307000636
23364,2010133000061
23388,2030301001596
23406,2060606002297
23419,2020201000099
23387,2020207000059
23387,2020207000549
23387,2020207000138
23387,2020207000696
23387,2020207000323
23451,2020207000549
23451,2020207000059
23451,2020207000138
23451,2020207000696
23451,2020207000323
23451,2020207001998
22784,2010117000036
22784,2010105000070
22784,2010117000329
22784,2010106000054
22784,2010112000069
22784,2010108000058
22784,2010107000084
22784,2010114000056
22784,2010101000430
22784,2010127000205
22784,2010127000169
22784,2010119000112
22784,2010111000030
22784,2010105000071
22784,2010111000281
22784,2010130000265
22784,2010130000087
23476,2010117000036
23476,2010105000070
23476,2010117000329
23476,2010106000054
23476,2010112000069
23476,2010107000084
23476,2010130000087
23476,2010101000430
23476,2010114000056
23476,2010127000205
23476,2010105000071
23476,2010127000169
23476,2010130000265
23476,2010119000112
23476,2010111000030
23476,2010108000022
23476,2010111000355
23481,2020203001408
23032,2060608000351
23484,2010117000935
23484,2010123000648
23484,2040404000182
23484,2040404000372
23495,2060601000521
23497,2060601000521
23500,2030310000316
23509,2030301001863
23509,2030301000910
23533,2010117000790
23533,2010117000789
23533,2010117000973
23533,2010123000486
23594,2030301000869
23594,2030301000027
23594,2030301001857
23594,2030301001502
23594,2030311000123
23673,2010134000103
23679,2060606001547
23687,2060607000202
23687,2060607000203
23638,2020207000843
23717,2010105000048
23717,2010127000457
23717,2010105000226
23717,2010106000068
23717,2010101002081
23767,2020203003632
23775,2030301001072
21350,2040401001118
21350,2040417000079
21350,2040417000356
23813,2020208000444
22847,2060607000630
22847,2040409000266
23838,2030319000026
22921,2060606002101
23482,2020203000115
23482,2020203000113
23482,2020203001793
23482,2020203001319
23482,2020203000578
23482,2020201000122
23482,2020201000158
23482,2020201000269
23482,2020201000174
23482,2020201000173
23482,2020203000490
23482,2020203002667
23482,2020203003923
23482,2020203003705
23482,2020203000280
23482,2020203001953
23482,2020203000557
23482,2020203003679
23482,2020203003930
23482,2020203000273
23482,2020203000116
23482,2020203000299
23482,2020203001729
23482,2020201000729
23864,2020203001175
23864,2020203001515
23864,2020203001167
23864,2020203001401
23864,2020203000772
23864,2020203000565
23864,2020203000099
23864,2020202001448
23864,2020203000291
23864,2020201000724
23866,2060606002301
23904,2020207000758
23907,2040404000182
23907,2040417000322
23917,2030301005599
23674,2010134000103
23943,2030301001593
23963,2010121000022
23963,2010117000176
23785,2040401000515
23983,2060608000373
23983,2060608000450
23983,2060606001424
23983,2060608000372
23921,2010119000210
20919,2030307000004
20919,2020208000122
20919,2020208000536
23995,2030301001596
24030,2060607000558
24030,2060607000557
24070,2030311000372
21838,2010127000075
21838,2010127000576
21838,2020208000506
24041,2010102000057
24041,2010117000904
24041,2010112000286
24041,2010101002081
24041,2010107000232
24041,2010106000084
24041,2010127000633
24041,2010119000224
22073,2020208000646
22073,2030307000163
23873,2030301002620
23873,2030301001723
23873,2010141000123
23873,2030302001305
23873,2030301000891
23873,2030301004328
23873,2030301001596
23873,2030301000910
23873,2030301000815
23873,2030301004807
22920,2040420000249
24170,2030317000302
24170,2040417000042
24170,2030301002056
24170,2030317000219
24188,2060606002150
24188,2040403000072
24193,2060601000631
23867,2020203002919
23867,2020203001245
23867,2020203000060
23867,2020203003549
23867,2020203000293
23867,2020203000156
23867,2020203003662
23867,2020201000413
23867,2020203003222
23867,2020203000556
23867,2020203001931
23867,2020203000766
23867,2020203000759
23867,2020203001319
23867,2020203000113
23867,2020203000278
23867,2020203003605
23867,2020203000279
23867,2020203003109
23867,2020202000159
23867,2020202000481
23867,2020202001235
23867,2020202000617
23867,2020202000483
23867,2020203000301
23867,2020203002768
23867,2020203001660
23867,2020203000076
23867,2020203003568
23867,2020203002020
23867,2020203003768
23867,2020203004139
23867,2020203001401
23867,2020203004080
23867,2020203000574
23867,2020203002832
23867,2020203001004
23867,2020203000099
24220,2010113000032
24234,2030307000337
24234,2020208000319
24234,2030307000030
24234,2030307000191
24234,2030307000401
23057,2030319000026
24240,2030310000185
24272,2020208000246
24278,2010117000412
24278,2010117000289
24278,2010117000413
24278,2010101000564
24278,2010101000565
24278,2010101000563
23465,2030311000079
24307,2020203003470
23317,2010141000231
23317,2010141000230
23317,2010141000236
23317,2010141000226
23317,2010141000233
23317,2010141000235
23317,2010141000232
24322,2010124000022
24343,2030301005599
24350,2030301004893
24351,2010127000099
24351,2010127000274
24351,2010127000185
24351,2030303004263
24351,2030303000011
24351,2030303000148
24354,2030301005599
24344,2010141000558
24357,2031609600111
24357,2031609600120
24364,2030310000323
24363,2060606002180
24363,2060606002278
24363,2060606002291
24378,2010129000108
24378,2010143000412
24378,2010143000134
24324,2010141001369
24393,2010119000237
24393,2030312001368
24395,2010110000003
22856,2020208000050
22856,2030301002067
24419,2060607000558
24419,2060607000557
24419,2040417000071
23945,2030301003739
24384,2030310000323
22468,2040417000356
22468,2060607000634
24456,2030319000034
24461,2040401001879
24468,2060605000342
24480,2030301005599
24480,2030301005576
24480,2030301005376
24506,2010141000879
24282,2030301000034
24282,2030301004386
20414,2030307000339
24588,2040402000819
22793,2020207000180
22793,2040403000421
22793,2040403000354
22793,2040402000395
22793,2030307000104
22793,2020203000448
24622,2101015000104
24622,2010107000232
24622,2030315000186
24622,2030307000030
24634,2030301000701
24652,2010101001456
24652,2030302000801
24652,2030303000273
24661,2030301000815
24664,2010117000904
24664,2010107000042
24664,2010107000094
24664,2010117000330
24693,2020208000278
24693,2030301001596
24708,2030301004296
24708,2030301005576
24708,2030301004351
24708,2030310000232
24625,2101015000187
24725,2010122000062
24487,2010127000526
24487,2010127000655
24487,2010127000436
24487,2010127000529
24487,2010127000491
24487,2010127000480
24487,2010127000489
24487,2010127000576
24487,2010127000075
24487,2010127000521
24487,2010127000073
24487,2010104000056
24487,2010127000240
24753,2040401001885
24753,2040401001879
24768,2020203001907
23200,2040403000354
24781,2040411000060
24781,2040417000168
24781,2040401000670
24781,2040401000594
24781,2040401000630
24781,2040401000633
24781,2040401000593
24788,2010106000141
21149,2010141002005
21149,2010141000833
21149,2010141002029
21149,2010141001833
21149,2010141000228
23284,2030301005173
23284,2030301004296
23284,2030301005599
22421,2030301004583
22421,2030301005332
24824,2060606001592
24863,2030307000361
24863,2030301000151
24863,2030301001070
24848,2040412000089
24848,2040417000336
24848,2040425000115
24848,2040425000094
24848,2060607000557
24848,2060607000558
24848,2040403000280
24848,2040402000383
24848,2040405000684
24848,2040405000670
24848,2040403000354
24848,2040409000088
24848,2040409000086
24862,2040401000700
24862,2040401000706
24862,2040401000704
24862,2040401000709
24862,2040401000730
24862,2040410000016
24902,2030301005599
24912,2030302001246
24912,2030303004830
23492,2040409000082
23492,2040409000085
23492,2040409000271
23492,2040410000015
24978,2030307000198
24951,2040413000123
24995,2030317000206
24995,2020203000447
24998,2010117000426
24998,2010123000481
24998,2010101000095
24998,2010116000018
23798,2010135000035
23798,2010135000117
23798,2040405000429
23798,2030301005581
23798,2040430000008
25026,2010141001962
20805,2010129000132
25072,2030301005590
25088,2030301005599
25097,2030319000026
25125,2030301005599
25125,2030301005590
25135,2010134000094
25035,2030318000013
25198,2030307000337
25202,2010117000273
25202,2010101000473
25202,2010123000192
25202,2010127000193
25202,2010124000392
25202,2010143000088
25207,2010101001722
25207,2010127000542
25225,2030303002077
25081,2060606001689
25251,2030301000815
25251,2030303003776
25251,2030301000434
25251,2030302001292
25267,2010117000369
25267,2010101002115
25267,2010101002046
25267,2010101001078
25267,2010123000229
25267,2010123000189
25267,2010123000026
25267,2010127000154
25267,2010127000412
25267,2010124000137
25267,2010124000097
25267,2010124000182
25267,2010130000097
25267,2010130000220
25267,2010117000375
25260,2030318000091
25276,2060606000931
25276,2060608000407
25276,2060608000277
25276,2060608000298
25276,2060606001489
25276,2060606002313
25272,2010101000107
25272,2010101000631
25272,2010101000075
25272,2010101000655
25272,2010101000115
25272,2010101000476
23918,2010141000074
25304,2010101000107
25304,2010101000631
25304,2010101000655
25304,2010101000075
25304,2010101000115
25304,2010101000476
25309,2060607000673
25312,2060606001895
25334,2040405000545
25332,2010106000141
25350,2060606002428
25358,2030301000910
21502,2020208000278
21502,2030301005022
21502,2030301000331
25394,2020207001767
25416,2010134000094
25423,2020207000843
25414,2040420000450
25414,2030317000044
25446,2030301005576
25446,2020208000319
25459,2060606002301
25464,2030301005590
25464,2030301004405
25474,2020207001767
25475,2040427000227
25481,2060608000374
25488,2010129000009
25488,2010127000384
25488,2010127000320
25488,2010127000475
25488,2010127000270
25488,2010129000119
25488,2010129000118
25488,2010102000383
25488,2040409000061
25488,2040412000089
25488,2040410000015
25488,2010101000208
25488,2010101000207
25488,2010127000013
25488,2010114000117
25488,2010114000049
25488,2010101000741
25488,2010105000118
25488,2010122000419
25488,2010127000235
25488,2010127000073
25488,2010114000126
25488,2070701000108
25488,2040408000094
25488,2040418000039
25488,2040407000851
25488,2040402000321
25488,2040402000151
25488,2040402000920
25490,2020207000441
25437,2010101000075
25437,2010101000655
25437,2010101000631
25437,2010101000107
25437,2010101000115
25437,2010101000476
24582,2030310000192
22459,2030301000815
24747,2
25538,2030301005599
21463,2030307000122
21463,2030318000014
21463,2030307000391
25540,2020203000728
25555,2070701000080
25555,2060607000210
25556,2060607000210
25556,2070701000080
25616,2030301000840
25616,2030301005052
25620,2010134000022
25637,2060601000619
25644,2060607000725
25645,2060606002327
25648,2040401000408
25648,2040401000041
25648,2040401000506
25648,2040405000359
25648,2040401000994
25685,2040417000168
25732,2040405000583
25732,2040410000020
25732,2040403000348
25778,2040401000510
25779,2060607000673
20036,2020203000085
25783,2020203000085
25788,2010101000208
25788,2010101000207
25788,2030303004256
25788,2030303004244
25788,2030303004231
25788,2030303004259
25788,2030303004245
25788,2030303004247
25788,2030303004220
25802,2040414000167
25802,2040414000155
25802,2040414000219
25802,2040414000162
25802,2040409000160
25802,2040403000354
25802,2040405000670
25804,2060606002302
25804,2030302000478
25813,2010127000475
25819,2010143000151
25858,2020203001907
25864,2030301001863
25864,2030301005576
25873,2030301005529
25873,2030301003052
25873,2030301000552
25882,2060605000342
21083,2060607000162
21083,2040412000096
25900,2030301005471
25900,2010123000295
25900,2040409000061
25913,2020203000663
25977,2060606002428
26010,2060601000551
26018,2060607000557
26018,2060607000558
25667,2030301000815
25667,2030301005125
25667,2030301005252
26060,2030302000212
26060,2030302000103
26060,2030303004513
26062,2060608000374
26091,2010133000292
26132,2060606001895
26138,2020207000074
26149,2020203003698
26149,2020203003690
24803,2060605000308
24803,2040417000322
24803,2040427001170
24803,2040427000036
24803,2040413000233
24803,2040409000087
24803,2060607000421
24803,2060607000422
24803,2040412000148
24803,2040417000068
24803,2040417000083
24803,2040407000492
24803,2040407000841
24803,2040403000348
24803,2040413000230
24803,2040402000383
24803,2040402000385
24803,2040403000349
24803,2040408000095
24803,2040419000220
24803,2040402000704
24803,2040411000112
24803,2040410000015
26185,2040417000322
26185,2060607000421
26185,2060607000422
26185,2040412000148
26185,2040417000083
26185,2040407000622
26185,2040407000841
26185,2040403000348
26185,2040413000230
26185,2040402000383
26185,2040403000349
26185,2040408000094
26185,2040419000220
26185,2040402000704
26185,2040411000112
26185,2040410000015
26185,2040413000233
26214,2030312001246
26244,2010102000062
26244,2030311000764
26244,2030301001731
26244,2030311000085
26248,2060608000351
25782,2060607000557
26257,2060601000551
26267,2030302001303
26267,2030301000815
24309,2010141000227
24309,2010141000234
26286,2020206001610
26371,2030301001596
26374,2030301001596
26412,2010101000755
26412,2030302001246
26424,2030301004335
26431,2020207000074
22488,2060606002225
26439,2020207000616
26477,2030301003787
26492,2060606002275
26501,2020203000201
26501,2020203003349
26453,2020208000319
26532,2030301004521
26538,2010127000457
26219,2030301002838
26219,2030301001318
26219,2030301000034
26219,2030301001723
26219,2030301004386
26219,2030301001840
24444,2060607000634
26490,2060601000628
26339,2020203001907
26602,2060606002465
26602,2060606002313
26605,2010117000430
26635,2020201000427
26616,2030301001863
26616,2030301000910
26616,2030303000612
26616,2030303000611
26616,2030302000801
26616,2030303001041
26616,2030303004263
26616,2031609600430
26616,2030303000926
26616,2030303000331
26616,2030303004445
26616,2030303003603
26616,2030315000156
26616,2030312000493
26616,2030312001371
26616,2030312000319
26616,2030302001295
26616,2030302001291
26616,2030301000665
26616,2030301000549
26616,2030301000687
26616,2030301000973
26616,2030301000686
26616,2030301000807
26616,2030301000352
26616,2030301004597
26616,2030301005525
26654,2020207000264
26670,2060606002428
26673,2060607000558
26402,2060606002465
26760,2060608000452
26773,2060601000651
26773,2061610200015
26791,2060606002428
22273,2060607000421
22273,2060607000422
22273,2040405000200
26809,2030301005471
26810,2020207001268
26818,2040401000555
26783,2030301001213
26827,2010102000327
26827,2010102000057
26831,2030311000079
20359,2030301005590
20359,2030301001063
26862,2030301005590
23243,2060606002465
23243,2010143000023
26898,2030301005590
26919,2060601000664
26843,2040405000137
26930,2040405000137
25905,2010117000219
25905,2010117000992
25905,2010117000077
25905,2010117000935
25905,2010101000138
25905,2010101000472
25905,2010101000301
25905,2010101001483
25905,2010123000130
25905,2010123000170
25905,2010123000164
25905,2010123000424
25905,2010127000313
25905,2010124000151
25905,2010124000338
25905,2010124000323
25905,2010124000314
25905,2010130000095
25905,2010130000285
25905,2010130000251
25905,2040417000040
25905,2040430000004
25905,2040424000031
25905,2010127000193
25905,2040404000128
25905,2040404000129
25905,2040404000203
25905,2040417000068
26942,2060606002428
26986,2040402000826
26986,2040402000846
26986,2040402000827
26986,2040409000189
26986,2040409000015
26986,2040409000225
26996,2060608000373
23035,2030311000764
23035,2030301004969
23035,2030301002917
26997,2030301002145
26997,2030303004717
26997,2031609600430
26997,2030302000298
26997,2030303004292
26997,2030301002923
26997,2030301002433
26997,2030302000498
26997,2030303001015
26997,2030302000496
26997,2030305000005
26997,2030303000149
26997,2030303000784
26997,2030303000922
26997,2030301000762
26860,2030301005590
26860,2030301001063
26860,2030301000434
27032,2030301005590
27050,2030301005590
27088,2060608000373
27103,2030301000034
27140,2060606002428
26970,2030301002553
27165,2020203003838
27166,2020208001161
20019,2030301001588
20019,2010141001975
20019,2030301001213
27158,2010117000282
27158,2070701000067
27189,2060606002154
27194,2030307001185
27194,2031609600429
26712,2030301005529
26712,2030301004322
26712,2030301000807
26712,2030301003542
27231,2060606002428
27233,2060606002428
27317,2030301000151
27227,2060606002302
27227,2060606001689
27328,2020203002356
27335,2030301005590
26472,2030301001723
27333,2030307000034
27333,2030307000333
27339,2010117000935
27340,2030301003766
27340,2030307000124
27340,2030317000011
27380,2010128000038
27380,2010128000035
27380,2040401001653
27386,2010101001304
27451,2010122000218
27451,2040420000011
27450,2020203003691
27450,2020202001286
27450,2020203000299
27003,2020201000667
27003,2020201000390
27443,2020207000755
27443,2020207000488
27466,2020207001682
27466,2020207000264
27338,2020201000105
27472,2020207001682
27472,2020207000264
27475,2040408000099
27475,2040405000602
27475,2040405000498
27475,2030303003457
27475,2030303004513
27475,2030317000179
26451,2060606002456
27401,2060608000407
27401,2060608000445
27401,2010127000489
27493,2060606002301
27502,2040401001026
27502,2040401000639
27502,2040401000660
27502,2040401000628
27502,2040401000664
27502,2040401000663
27502,2040401000613
27522,2060608000351
25638,2030301001596
25638,2030307001184
25638,2030301000319
25638,2030321000170
27544,2020202000211
27544,2060606002154
27544,2010108000021
27544,2060606001487
27557,2060608000363
27506,2040401001496
27506,2040401001210
27506,2040401000628
27506,2040401000639
27506,2040401000663
27506,2040401000642
27506,2040401000617
27506,2040401001603
27506,2040401000656
27506,2040401000623
27506,2040401000655
27506,2040401000725
27506,2040401000278
27506,2040401000275
27506,2040401000387
27506,2040401000613
27506,2040401000660
27506,2040401000615
27506,2040401000625
23840,2060606002455
25713,2060608000445
25713,2060608000363
27599,2030301002838
27599,2030301003991
26256,2060608000445
26256,2060608000363
27642,2060607000557
27503,2040401001026
27503,2040401000639
27503,2040401000660
27503,2040401000628
27503,2040401000664
27503,2040401000663
27503,2040401000613
27655,2030301004296
27655,2030301004386
27693,2060607000422
27693,2060607000421
27702,2030301001213
27702,2030301005590
27702,2030301004405
27722,2030301000682
27722,2030301000807
27722,2030301003700
27747,2010141002133
27758,2040402001175
27758,2040401001760
27758,2030301004335
27783,2010119000135
27816,2030307000339
